product_id	date	num_prod_hits
Bridgeline	200406	1
Bridgeline	200508	2
BSQUARE	200304	2
BSQUARE	200309	2
BSQUARE	200506	3
BSQUARE	200509	4
BSQUARE	200510	3
Accountedge	200002	1
Accountedge	200102	1
Accountedge	200208	1
Accountedge	200209	1
Accountedge	200309	1
Accountedge	200402	1
Accountedge	200505	3
Bugzero	200012	1
Bugzero	200212	1
Bugzero	200307	1
Bugzero	200310	1
Bugzero	200502	1
Bugzero	200506	1
Bugzero	200507	1
Bugzero	200509	1
Byteworx	200703	1
Byteworx	200704	1
Byteworx	200806	1
Byteworx	200901	2
Byteworx	201103	2
CA Clarity	200004	2
CA Clarity	200102	3
CA Clarity	200103	3
CA Clarity	201703	107
CADSIM	200401	3
CADSIM	200510	1
WebMux	200802	3
WebMux	200807	4
WebMux	200902	3
CALUMO	200312	1
Canto Cumulus	200001	8
Canto Cumulus	200009	2
Canto Cumulus	200011	1
Canto Cumulus	200104	2
Canto Cumulus	200309	3
Canto Cumulus	200402	2
Canto Cumulus	200404	2
Carefx	200301	1
Carefx	200605	1
Carefx	201104	3
Carefx	201111	4
Cascade Server	200308	1
Cascade Server	200408	1
Cascade Server	200505	1
Cascade Server	201212	25
CaseLogistix	200004	1
CaseLogistix	200008	1
CaseLogistix	200009	1
CaseLogistix	200106	1
CaseLogistix	200107	1
CaseLogistix	200309	1
Caspio	200205	1
Caspio	200506	1
SocketTools	200904	3
Celerant	200111	1
Celerant	200209	1
Celerant	200302	1
Celerant	200307	1
Celerant	200308	2
Celerant	200311	1
Celerant	200507	2
Cezanne	201107	1
Cezanne	201108	1
Cezanne	201610	5
ChemBioOffice	200001	1
ChemBioOffice	200501	1
ChemBioOffice	200901	3
ChemBioOffice	200907	2
ChemBioOffice	201001	6
ChemBioOffice	201002	2
Ciena CN	200011	3
Ciena CN	200102	3
Ciena CN	200103	4
Ciena CN	200202	3
Ciena CN	200204	3
Ciena CN	200208	4
Ciena CN	200404	7
CIMS Light	200607	1
CIMS Light	200608	1
CIMS Light	201004	1
Cincom	200001	25
Cincom	200006	5
Cincom	200009	5
Cincom	200504	8
Clarabridge	200407	2
Clarabridge	200510	6
Clarabridge	201208	72
CodeBase	200306	1
CodeFutures	200612	1
CodeFutures	200708	1
CodeFutures	200809	1
CodeFutures	201109	2
COGZ	200011	1
COGZ	200301	6
COGZ	200304	1
COGZ	200310	1
COGZ	200312	3
NetSuite	201704	476
CollabNet	200411	3
CollabNet	201004	77
CollabNet	201308	92
CommonSpot	200209	2
CommonSpot	200302	2
CommonSpot	200405	3
CommonSpot	200611	13
CommVault	201702	217
CommVault	201703	224
CommVault	201704	114
Comptel	200006	2
Comptel	200012	3
Comptel	200104	2
Comptel	200105	5
Comptel	200204	2
Comptel	200312	4
Comptel	200402	3
Comptel	200503	4
Compusense	200002	1
Compusense	200010	1
Compusense	200101	5
Compusense	200102	1
Compusense	200306	2
Comverse	200006	7
Comverse	200012	11
Comverse	200206	8
Comverse	200211	7
Comverse	200404	11
Dell EMC Configuresoft	200012	2
Dell EMC Configuresoft	200209	1
Dell EMC Configuresoft	200211	1
Consona	200006	3
Consona	200105	3
Consona	200109	3
Consona	200202	3
Consona	200204	2
Convergys	200001	22
Convergys	200003	4
Convergys	200107	5
CORAID	200405	1
Localytics	201505	39
Localytics	201607	60
Coverity	200007	1
CVISION	200008	1
CYME	200002	2
CYME	200105	2
CYME	200205	2
CYME	200209	2
CYME	201504	222
CYME	201505	207
CYME	201506	207
DameWare	200402	18
DameWare	200409	28
DameWare	200509	35
Daptiv	200207	1
Daptiv	200302	1
Daptiv	200410	2
EdgeSafe	201003	1
EdgeSafe	201007	1
EdgeSafe	201607	4
Wolters Kluwer Passport	200002	1
Wolters Kluwer Passport	200104	2
Wolters Kluwer Passport	200108	2
Wolters Kluwer Passport	200403	3
Wolters Kluwer Passport	200404	2
Wolters Kluwer Passport	200405	2
Datacore	200002	1
Datacore	200311	4
Datacore	200404	2
DataDirect	200002	1
DataDirect	200004	1
DataDirect	200006	1
DataDirect	200102	1
DataDirect	200108	1
DataDirect	200306	1
DataDirect	200505	2
DataEase	200008	4
DataEase	200009	4
DataEase	200010	4
DataEase	200012	6
DataEase	200309	5
Datawatch	200106	2
Datawatch	200204	2
Datawatch	200409	2
Datawatch	200410	3
IBM DemandTec	200305	1
IBM DemandTec	200310	2
IBM DemandTec	200501	7
IBM DemandTec	200506	2
SalesNexus	200601	2
SalesNexus	200610	2
Docudesk	200005	1
Docudesk	200010	1
Docudesk	200312	1
Docudesk	200502	1
Docudesk	200503	1
Docudesk	200507	1
dSPACE	200011	3
dSPACE	200207	3
dSPACE	200310	4
dSPACE	200504	6
EasyLobby	200105	1
EasyLobby	200108	1
EasyLobby	200504	2
eClinicalWorks	201301	262
eGain	200105	4
eGain	200204	5
eGain	200302	6
eGain	200309	5
Elementool	200006	1
Elementool	200007	1
Elementool	200103	1
Elementool	200207	1
Elementool	200210	1
Elementool	200311	2
Elementool	200402	2
Elluminate	200108	2
Elluminate	201010	63
Elluminate	201011	64
Elluminate	201012	63
Enterasys	200206	12
EnterpriseDB	200205	12
EnterpriseDB	200403	18
EPM Live	200307	1
Equinix	200105	3
Equinix	200107	3
Equinix	200111	2
Equinix	200202	2
Equinix	200204	5
Equinix	200508	6
ESET	200110	1
ESET	200202	1
ESET	200207	1
ESET	200302	1
ESET	201603	225
ESET	201608	155
Esker	200002	1
Esker	200108	2
Esker	200303	2
Esker	200312	3
Esker	200403	2
Esker	200411	2
ETAP	200107	5
ETAP	200209	7
ETAP	200402	8
EtQ	200205	2
EtQ	200405	3
EtQ	200408	4
EtQ	200501	14
EtQ	200503	3
Cincom Eloquence	200108	1
Cincom Eloquence	200305	1
Cincom Eloquence	200403	1
Cincom Eloquence	200404	1
Cincom Eloquence	200901	10
Cincom Eloquence	200902	8
Everbridge	200304	2
Everbridge	201701	87
eVSM	200205	1
eVSM	200312	1
eVSM	200509	1
ExaGrid	200004	1
ExaGrid	201701	73
Extendsim	200109	1
Extendsim	200307	2
Extendsim	200510	2
Extensis	200102	3
Extensis	200111	3
Extensis	200205	4
Extensis	200506	7
Extensis	200508	8
Facility Wizard	200003	1
Facility Wizard	200212	1
FairCom	200006	1
FairCom	200009	1
FairCom	200011	1
FairCom	200012	2
FairCom	200104	1
FairCom	200202	1
FairCom	200204	1
FairCom	200302	1
FairCom	200308	2
FairCom	200310	2
FAST ESP	200810	9
FAST ESP	200906	11
Fidelity TouchPoint	200708	2
Fidelity TouchPoint	200711	2
Fidelity TouchPoint	200803	3
Fidelity TouchPoint	200807	3
Fiorano	200211	2
Fiorano	200504	5
FLEETMATE	200204	1
FLEETMATE	200306	1
FLEETMATE	200404	1
FLEETMATE	200411	1
Formdocs	200201	1
Formdocs	200603	1
Formdocs	200805	1
Formdocs	200806	1
Formdocs	200811	1
Fortinet	201512	1257
Fortinet	201603	2293
Fortinet	201606	1779
Fortinet	201607	1731
Fortinet	201609	1423
HEAT Service Management	200002	5
HEAT Service Management	200408	9
Fundtech	200008	2
Fundtech	200110	2
Fundtech	200303	3
Fundtech	200505	5
GDSVU	200207	1
GDSVU	200208	1
GDSVU	200211	1
GDSVU	200312	1
Genesys (Unspecified Product)	200007	24
Geocortex	200303	1
Geocortex	201701	61
Glovia	200003	7
GoldSim	200208	1
GuardianEdge	200102	2
GuardianEdge	201111	41
Gumbo	200005	1
Gumbo	200009	1
Gumbo	200102	1
Gumbo	200202	1
Gumbo	200312	1
Hardcat	200005	1
Hardcat	200009	1
Hardcat	200102	1
Hardcat	200104	1
Hardcat	200107	1
Hardcat	200310	1
Hardcat	200402	1
Hardcat	200408	2
Hardcat	200409	3
Hardcat	200503	2
HelpSTAR	200111	5
HelpSTAR	200202	3
HelpSTAR	200203	5
HelpSTAR	200302	5
HiSoftware	200508	1
HyperBac	201001	4
HyperBac	201202	5
HyperBac	201203	5
IBM Informix	200002	115
IBM Informix	200003	126
IBM Informix	200005	131
iGrafx	200002	2
iGrafx	200302	3
iGrafx	200304	4
iGrafx	200309	6
iLinc	200108	1
iLinc	200109	1
iLinc	200205	1
iLinc	200303	1
iLinc	200410	2
iLinc	200509	3
IBM ILOG	200008	10
IBM ILOG	200203	8
IBM ILOG	200409	14
ImageFolio	200601	2
ImageFolio	200611	1
ImageFolio	200707	1
ImageFolio	200812	1
ImageFolio	200904	1
Perceptive Content	200209	3
ImagePro	200101	23
ImagePro	200103	4
ImagePro	200105	4
ImagePro	200108	6
ImagePro	200205	5
ImagePro	200207	4
Imany	200311	2
Imany	200402	2
Imany	200406	3
InfoVista	200106	5
InfoVista	200302	6
InfoVista	200307	6
InfoVista	200310	5
Ingres	200002	26
Ingres	200004	25
Ingres	200007	25
Inmagic	200002	3
Inmagic	200102	5
Inmagic	200206	5
Inmagic	200408	9
Innotas	200004	1
Innotas	200010	1
Innotas	200104	1
Innotas	200109	1
Innotas	200111	1
Innotas	200206	1
Innotas	200305	1
Inovis	200105	5
Inovis	200411	8
Inovis	200502	10
Intacct	200110	3
Intacct	201504	232
Intalio	200409	1
Intalio	200412	1
Intalio	200511	2
Intalio	200903	7
Intalio	200904	5
Intalio	200905	5
Intalio	200911	7
Intelex	200103	1
Intelex	200311	1
Intelex	201704	74
IntelliTrack	200003	1
IntelliTrack	200006	2
IntelliTrack	200311	1
IntelliTrack	200404	3
IntelliTrack	200411	2
IntelliTrack	200508	3
IntelliTrack	200904	16
Intermec	200002	11
Intermec	200007	9
InterSystems	200003	2
InterSystems	200109	4
InterSystems	200302	3
InterSystems	200306	4
InterSystems	200402	3
InterSystems	200502	4
Interwrite	200304	1
Interwrite	200305	2
Interwrite	200309	1
Interwrite	200310	1
IntraLinks	200102	2
IntraLinks	200109	3
IntraLinks	200110	3
IntraLinks	200302	2
IntraLinks	200306	3
IntraLinks	200508	9
IQbase	200803	1
IQbase	200805	2
iRise	200211	2
Dell EMC Isilon	200004	1
Dell EMC Isilon	201701	224
IssueTrak	200104	1
IssueTrak	200107	1
IssueTrak	200308	1
IssueTrak	200309	1
IssueTrak	200408	2
IssueTrak	200505	2
iStopMotion	201208	6
JacqCAD	200010	2
JacqCAD	200206	1
Jcreator	200103	2
Jcreator	200110	2
Jcreator	200112	3
Jcreator	200209	2
Jcreator	200303	2
Jcreator	200304	2
Jcreator	200311	2
Jcreator	200407	4
Jcreator	200505	4
JIDE	200112	1
JIDE	200506	1
JIDE	200510	1
JIDE	200612	6
JIDE	200707	6
Jive Software	200204	1
Jive Software	200205	1
Jive Software	200304	2
Jive Software	201503	69
JNetDirect	200106	1
JNetDirect	200112	1
JNetDirect	200510	1
Jolly Giant	200002	1
Jolly Giant	200004	2
Jolly Giant	200005	1
Jolly Giant	200009	1
Jolly Giant	200210	1
Jolly Giant	200212	2
Jolly Giant	200309	2
Jolly Giant	200411	2
JSCAPE	200405	2
JSCAPE	200411	1
JSCAPE	200510	1
JTB FlexReport	200703	1
JTB FlexReport	201104	1
JTB FlexReport	201204	1
Kalido	200010	2
Kalido	200306	2
Kalido	200406	3
Kalido	200507	4
Kalido	200510	4
KANA Software	200012	2
KANA Software	200106	2
KANA Software	200110	3
KANA Software	200112	2
KANA Software	200309	2
KANA Software	200403	3
Karmak	200004	1
Karmak	200110	2
Karmak	200308	2
Karmak	200505	4
Kbox	200208	1
Kbox	200306	1
Kbox	201001	29
Kbox	201201	36
KeepTrak	200403	1
KickApps	200012	1
KickApps	200104	1
KickApps	200504	1
Knoa	200501	1
Knoa	200807	2
Knoa	200902	2
Knoa	201411	8
Kofax (Unspecified Product)	200510	20
LabWare LIMS	200205	4
LabWare LIMS	200209	3
LabWare LIMS	200305	3
LabWare LIMS	200410	4
LabWare LIMS	200506	6
LabWare LIMS	200510	5
Lansa	200002	4
Lansa	200004	5
Lansa	200009	5
Lansa	200104	6
Lansa	200106	7
Laserfiche	200304	4
Laserfiche	200309	4
Laserfiche	200404	5
Laserfiche	200508	13
LegaSuite	200110	1
LegaSuite	200111	1
LegaSuite	200308	1
LegaSuite	200310	1
LegaSuite	200409	1
LegaSuite	200410	1
LegaSuite	200507	1
Lenel	200205	7
Lenel	200211	5
Linktivity	200401	3
Linktivity	200404	1
Linktivity	200410	1
Linktivity	200505	1
Linktivity	200508	1
Linktivity	200509	1
Linktivity	200510	1
Longview CPM	200211	5
Madcap	200005	3
Madcap	200006	3
Madcap	200210	2
MAGIQUE	200506	4
ManageEngine	201509	225
ManageEngine	201512	189
ManageEngine	201603	309
ManageEngine	201606	250
ManageEngine	201610	232
MaxLoad Pro	200009	1
MaxLoad Pro	200012	1
MaxLoad Pro	200302	1
MaxLoad Pro	200306	2
MaxLoad Pro	200308	1
MaxLoad Pro	200403	1
MaxLoad Pro	200404	1
mCore	200001	8
mCore	200011	2
mCore	200103	3
mCore	200109	2
mCore	200203	2
mCore	200402	2
Medworxx	200401	1
Medworxx	200908	3
Medworxx	201308	10
Metastorm	200208	3
MGE UPS	200506	15
MGE UPS	200507	20
MGE UPS	200508	24
MGE UPS	200510	23
Micrium	200112	1
Micrium	200206	1
Micrium	200304	1
Micrium	200312	1
Micro Focus (Unspecified Product)	200002	646
Micro Focus (Unspecified Product)	200003	723
Micro Focus (Unspecified Product)	200004	681
MICROSRetail	200004	1
MICROSRetail	200011	1
MICROSRetail	200208	1
MICROSRetail	200302	1
MicroStrategy	200402	34
Mindjet	200003	3
Mindjet	200009	2
Mitel	200004	20
Mitel	200007	21
MOVEit	200110	1
MOVEit	200302	2
Nagios	200510	37
Nagios	201702	1178
Nagios	201703	1184
Nagios	201704	684
Nastel	200009	1
Nastel	200312	1
Nastel	200410	1
Nastel	200509	1
Navicat	200002	1
Navicat	200108	1
Navicat	200202	1
Navicat	200404	2
Navicat	200410	2
NEOGOV	201704	171
Netcordia	200601	3
Netcordia	200702	4
Netezza	201702	279
NetFront	200007	1
NetFront	200012	1
Netica	200102	1
Netica	200508	1
CA NetQoS	200209	3
NetSimplicity	200511	1
NetSimplicity	200706	2
NetSimplicity	200802	2
NetSimplicity	200902	2
NetSimplicity	200907	2
NetSupport	200010	3
NetSupport	200206	2
NetSupport	200208	2
NetSupport	200211	2
NetSupport	200402	2
Quest NetVault	200407	7
Quest NetVault	200411	6
NeuroDimension	200701	1
NeuroDimension	200702	1
Nevron	200403	1
Newforma	200211	1
Newforma	200303	1
Newforma	200311	1
Newgen	200210	1
Newgen	200305	2
Newgen	200403	2
Newgen	200404	3
Newgen	200407	2
CA Unified Infrastructure Management	200410	2
Nitro PDF	200008	1
Nitro PDF	200304	1
Nitro PDF	200306	1
Nitro PDF	200503	1
Nitro PDF	200504	1
NovaMind	200101	1
NovaMind	200201	1
NovaMind	200706	1
Novo Service Desk	200204	1
NTP Software	200108	1
NTP Software	200309	1
NTP Software	200410	1
NTP Software	200505	1
Nuance	200011	7
O-Matrix	200101	1
O-Matrix	200908	1
O-Matrix	201006	2
OmniUpdate	200110	3
OmniUpdate	200111	1
OmniUpdate	200308	2
OmniUpdate	200405	2
OmniUpdate	200406	2
OmniUpdate	200411	2
Omnivex	200004	1
Omnivex	200311	1
Omnivex	200406	1
Omnivex	200502	1
OpenDNS	200209	1
OpenDNS	200302	1
OpenDNS	201701	76
OptiTex	200005	1
OptiTex	200208	2
OrgPlus	200211	4
OrgPlus	201206	193
OrgPublisher	200010	1
OrgPublisher	200211	2
OrgPublisher	200409	2
OrgPublisher	200503	2
Necto	200003	1
Necto	200106	1
Necto	200206	1
Necto	200308	1
Necto	200406	1
Necto	200409	1
Necto	200410	1
Necto	200412	2
Paper Tiger	200102	1
Paper Tiger	200108	1
Paper Tiger	200112	1
Paper Tiger	200307	1
Paper Tiger	200310	1
Paper Tiger	200402	1
Parature	200306	1
Parature	200510	2
Parature	201001	33
PastPerfect	200208	4
PastPerfect	200408	9
PastPerfect	200505	10
PCSWMM	200411	1
PCSWMM	200711	3
PeopleCube	200010	1
PeopleCube	200208	1
PeopleCube	200412	1
Perfect Commerce	200107	1
Perfect Commerce	200203	1
Perfect Commerce	200204	2
Perfect Commerce	200205	2
Perfect Commerce	200503	2
PerfectDisk	200107	1
Permessa	200912	2
Oracle Pillar Data	200212	1
Oracle Pillar Data	200301	4
Oracle Pillar Data	200304	1
Oracle Pillar Data	200406	1
Oracle Pillar Data	200411	2
Oracle Pillar Data	200503	1
Ping Identity	200207	1
PIPEFLO	200106	1
PIPEFLO	200108	1
PIPEFLO	200208	1
PIPEFLO	200308	2
PIPEFLO	200309	1
PIPEFLO	200408	2
PIPEFLO	200509	2
Pistolstar	200101	1
Pistolstar	200507	1
Pistolstar	200809	2
PKWARE	200003	1
PKWARE	200006	1
PKWARE	200011	1
PKWARE	200106	1
PKWARE	200208	1
PKWARE	200303	1
PKWARE	200310	1
PKWARE	200402	1
PKWARE	200503	2
Platform LSF	200211	2
Platform LSF	200212	2
Platform LSF	200310	2
Platform LSF	200409	2
Project.Net	200011	1
Project.Net	200410	1
Project.Net	200506	2
Project.Net	200510	1
PolicyTech	201511	26
PolicyTech	201701	40
PostgreSQL	200209	25
ProChain	200806	45
ProChain	200809	38
Ariba Procuri	200404	3
Ariba Procuri	200410	3
Ariba Procuri	200505	4
Progeny Clinical	200405	1
Progeny Clinical	200409	1
Progeny Clinical	200510	1
Project KickStart	200107	1
Project KickStart	200109	1
Project KickStart	200312	1
Proofpoint	200204	2
Proofpoint	200206	2
Proofpoint	200212	4
Proofpoint	200304	2
Proofpoint	200409	3
Proofpoint	200509	6
Proofpoint	201701	329
Tail-F	200011	1
PRTracker	200212	3
PRTracker	200305	3
Qarbon	200011	1
Qarbon	200107	2
Qarbon	200108	2
Qarbon	200407	5
Qarbon	200504	3
QNX	200004	11
QNX	200010	14
QNX	200102	15
Qualtrics	201505	435
QualysGuard	201504	420
Qube Software	200003	2
Qube Software	200008	4
Qube Software	200111	3
Qube Software	200309	3
Qube Software	200402	3
Questra	200007	1
Questra	200008	1
Questra	200103	1
Questra	200304	1
Questra	200306	1
Questra	200312	2
Questra	201501	70
Rackable Systems	200412	1
Rackable Systems	200502	1
Rackable Systems	200503	1
Rackable Systems	200505	1
Rackable Systems	200508	1
Ramco	200002	6
Ramco	200008	9
Ramco	200507	12
Raptivity	200201	2
Raptivity	200408	1
Raptivity	201109	16
ReadyGo	200303	1
ReadyGo	200305	2
ReadyGo	200410	1
RedDot	200009	3
RedDot	200411	4
RedDot	200504	6
ReliaSoft	200004	5
ReliaSoft	200111	4
Remstar	200005	2
Remstar	200403	1
Remstar	200405	1
Remstar	201002	13
Retalix	200207	2
Retalix	200308	3
Retalix	200501	19
Retalix	200504	4
Retalix	200509	7
Ruby on Rails	201204	1622
Ruby on Rails	201205	1796
Ruby on Rails	201703	1261
Saba	200202	3
Saba	200205	4
Saba	200210	3
Saba	200311	3
Saratoga CRM	200004	1
Saratoga CRM	200006	1
Saratoga CRM	200008	1
Saratoga CRM	200009	1
Saratoga CRM	200105	1
Saratoga CRM	200110	1
Saratoga CRM	200302	1
Saratoga CRM	200403	3
Sassafras	200103	1
Sassafras	200105	1
Sassafras	200202	1
Sassafras	200212	2
Sassafras	200307	2
Sassafras	200311	1
Sassafras	200506	4
Savvion	200204	2
Savvion	200211	2
Savvion	200212	4
Savvion	200408	4
SCC MediaServer	200008	1
JAGGAER	200004	1
JAGGAER	200005	1
JAGGAER	200111	1
JAGGAER	200204	2
Quest ScriptLogic	200204	2
Quest ScriptLogic	200208	4
Quest ScriptLogic	200404	3
Scrutinizer	200005	1
Scrutinizer	200305	1
Scrutinizer	200307	1
Scrutinizer	200308	1
Scrutinizer	200309	1
Scrutinizer	200311	1
Scrutinizer	200403	1
Seapine	200304	5
Seapine	200307	7
Seapine	200510	10
Seasoft	200111	1
Seasoft	200206	1
Seasoft	200207	1
Seasoft	200306	1
Seasoft	200308	1
Seasoft	200309	1
Seasoft	200310	2
Selligent	200003	1
Selligent	200209	2
Selligent	200303	3
Selligent	200403	2
Selligent	200502	2
SEQUENCE BPM	200806	1
SEQUENCE BPM	200807	1
SEQUENCE BPM	200902	1
SEQUENCE BPM	200903	1
SEQUENCE BPM	200906	1
Shelf Logic	200112	1
Shelf Logic	200611	2
Shelf Logic	200807	3
Shelf Logic	200809	4
Shunra	200010	2
Shunra	200102	2
Shunra	200106	4
Shunra	200310	3
Shunra	200402	3
Shunra	200410	4
Siemens PLM	200203	9
Silvon	200001	5
Silvon	200002	1
Silvon	200004	1
Silvon	200007	1
Silvon	200101	6
Silvon	200109	2
Silvon	200305	2
Silvon	200510	2
SmartBPM	200508	1
SmartBPM	201003	5
Softerra	200503	1
Softerra	200506	1
Softerra	200512	2
SoftLanding	200004	1
SoftLanding	200011	1
SoftLanding	200110	2
SoftLanding	200307	2
SoftLanding	200402	2
SoftLanding	200507	4
Softopia	200111	2
Softopia	200206	4
Softopia	200207	2
Softopia	200402	2
Softopia	200407	3
Softopia	200408	4
SolarWinds (Unspecified Product)	200503	44
SolarWinds (Unspecified Product)	200507	49
SolarWinds (Unspecified Product)	200509	55
Spectra	200010	2
Spectra	200106	3
Spectra	200107	2
Spectra	200111	2
Spectra	200211	2
Spectra	200304	3
Spectra	200411	4
IBM SPSS	200305	148
StarCite	201303	107
StarCite	201304	100
Statistica	200004	9
Statistica	200112	12
Statistica	200204	7
IBM Sterling Commerce	200002	6
IBM Sterling Commerce	200103	8
IBM Sterling Commerce	200210	7
StoneFly	200707	1
StoneFly	200803	1
StoneFly	200808	1
StoneFly	200903	1
StoneFly	201209	3
StrongView	200208	1
StrongView	200309	1
StrongView	200907	15
StrongView	201011	26
Stylus Studio	200103	1
Stylus Studio	200105	1
Stylus Studio	200202	1
Stylus Studio	200303	1
Stylus Studio	200307	1
Stylus Studio	200310	1
Stylus Studio	200402	1
Stylus Studio	200512	6
SugarCRM	200503	7
SugarCRM	200901	118
SugarCRM	201001	139
SugarCRM	201703	116
SugarCRM	201704	52
SurveyGold	200105	1
SurveyGold	200404	1
SurveyGold	200408	1
SurveyGold	200409	1
SurveyShare	200702	1
SurveyShare	200801	1
SurveyShare	201006	1
SurveyTracker	200009	1
SurveyTracker	200012	1
SurveyTracker	200111	1
SurveyTracker	200207	1
SurveyTracker	200311	1
SurveyTracker	200703	8
Symbian	201410	1859
Symmetricom	200007	2
Symmetricom	200204	2
Symmetricom	200210	2
Symmetricom	200302	3
