unique_id,task_id,product_id,product_name,tag_id,id,is_good,property,value
29,8131,13993,Honeywell,142,5602,1,description,"<description>Candidate must clearly demonstrate outstanding speaking and listening skills. Deliver strucutured presentations to groups of 10 attendees. Have a Marcom headset Maintain outstanding organizational skills. Work flexible hours when needed. Manage vendors that inlcude exhibit, technology, producers, and other creative teams. Is comfortable with all types of marketing vehicles.</description>"
30,8131,13993,Honeywell,142,5603,1,description,"<description>THE SHAW GROUP THE SHAW GROUP Home Who We Are What We Do Investor Relations Careers LOCATIONS  CONTACTS  SITE MAP Overview Job Search Training Benefits What We Do Energy, Power Generation and Distribution and Process Services Shaw is a leading global provider of turnkey EPC services to the power and process industries worldwide. Shaw uses proprietary technology to provide cost-effective solutions to petrochemical, refining, and gas processing applications. As a single source of power generation and distribution, Shaw has the expertise to engineer, construct and maintain power from stations to customers. More > Shaw Stone & Webster Career Opportunities Project Manager - Honeywell Reference Number: 524173 Physical Location: Baton Rouge, Louisiana Department: Project Management Min. Years Experience: 4-10 Min. Education: Bachelors Degree E-mail this job to a friend! Job Description: Plant Capital Project Engineer onsite at Honeywell. Resposible for: Scoping multiple new projects ($25K to $2M project size) Prepairing Appropriation Requests for pojects Scheduling Design Resources with Design Staff Requisitioning Equipment and construction Services Scheduling Construction and Startup with Construction Group and Plant Operations Conducting prestarup safety reviews, punch listing and project closeout Must Have Skills 5+ yrs Engineering experience with at least 1 yr of project engineerin/management experience.Plant Capital Priject experience. Nice To Have Skills PE license and/or PMP Certification desiralbe. SAP experience desirable. E-mail this job to a friend! Send this job description to a friend by filling in your name, e-mail and your friend's e-mail address below. Multiple e-mail recipients must be separated by a comma. Your name: Your E-mail address: Your Friend's E-mail: Comments: HTML: Text:  2004 The Shaw Group Inc.  4171 Essen Lane Baton Rouge, LA 70809 USA  Forward Looking Statements</description><skills>5+ yrs Engineering experience with at least 1 yr of project engineerin/management experience.Plant Capital Priject experience.</skills><experience>4-10</experience><education>Bachelors Degree</education>"
31,8131,13993,Honeywell,142,5604,1,description,"<description>My Monster Find Jobs Post Resume Career Advice Research Companies For Employers Send this job to a friend See all The Shaw Group, Inc. opportunities Location: US-LA-Baton Rouge Job Category: Engineering Reference Code: CAAR524900 The Shaw Group Inc. was formedin 1987 with a strong entrepreneurial spirit and an unwavering commitment to excellence. Today, those same ideals make Shaw an exciting, fast-paced organization with a variety of challenging employment opportunities worldwide. Engineer 2 - Honeywell Plant I&C Design Engineer onsite at Honeywell. Responsible for: Preparing manhour and construction estimate for projects ($25K to $2M project size) Preparing Instrumentation and Electrical Datasheets and specifications. Coordinating I&C Designer Activities Requisitioning Instrumaentation & Electrical Equipment Issusing Bid and construction Packages Office will be located at Honeywell on Lupine St. in Baton Rouge. Projects will be for Honeywell's Baton Rouge and Geismar Facilities. ~CB~ Must Have Skills BS in Electrical Engineering/9+ years Engineering Experience. Nice To Have Skills Professional Engineering License, Small Capital Plant Project Experience and InTools Experience very desirable. REF: CAAR524900 PLEASE CLICK HERE TO APPLY! Send this job to a friend See all The Shaw Group, Inc. opportunities My Monster - Find Jobs - Post Resume - Career Advice - Research Companies - For Employers 2006 Monster - All Rights Reserved - U.S. Patent No. 5,832,497 - NASDAQ:MNST Contact Us - About Monster - Site Map - Privacy Statement - Be Safe - Terms of Use</description>"
32,8131,13993,Honeywell,142,5605,1,description,"<description>Honeywell/Ademco alarm service technician needed. 2 years field experience minimum required. Duties to include installing and servicing residential and light commercial security systems. Experience in Audio/Video, Intercom, Access control, CCTV and Central Vacuum installations a plus but not required. Join Charleston's premier low voltage contracting company.</description>"
33,8131,13993,Honeywell,142,5606,1,description,"<description>Honeywell Entry Agent DHL Erlanger, KY 9/4/2014 Job Description Honeywell Entry Agent Ref: req1435 What makes DHL great? Our People!We know each employees individual contributions make us the #1 Express Deliveries and Logistics Company and the 7th largest employer in the world. DHL Express is committed to maintaining an environment that empowers every team member to make the greatest possible impact on our business. Our corporate culture is about personal commitment to our business, to each other and to our global communities. DHL is dedicated to being a great place to work. In addition to competitive compensation packages, our employees enjoy a range of programs, services and benefits that bring the best to their personal lives. In fact, Business Week just named DHL one of the best companies to launch a career. Start YOUR career with DHL today We are currently hiring aBTOCoordinationAgentat our Erlanger, Kentucky location. This position will be responsible for ensuring the successful handling of BTO shipments from several different gateways, processing all aspects of transfers, distributing work amongst agents, and the regular duties of a BTO Notification Agent as needed (reviewing documents, researching customer instructions, and carrying out document turnover notifications). He/She will network between Origin, Destination, Brokers and DHL Express parties including Customer Service, Clearance Production, and Compliance. Tasks & Accountabilities Participates in processing inbound freight for clearance through US Customs. Effectively processes shipments to gain clearance information while staying compliant with all government agency rules and regulations. Responsible for contacting DHL customers who are experiencing clearance delays with their shipments. Provides information to, and communicates with, DHL Origin and destination stations on the status of the shipments being delayed. Examines invoices, bills of lading and shipping documents to ensure compliance with federal regulations. Communicates the shipment status and any special handling and delivery processes to all involved parties. Ensures that all customers requested instructions are followed for the entry of their shipments. Creates new Customer Master Files and updates existing files as warranted. Skills & Qualifications HS diploma or equivalent required Senior level service, production, or support role having greater responsibility to perform all of the standard work within the function. Specialized skill training/certification may be required such as Microsoft Office (Outlook, Word, Excel), data entry, customer service, and import knowledge 1 year experience in customer service or imports. Please note a resume is required to apply for all DHL positions. If you do not have one readily available, please visithttp://dhl-resumebuilder.com This program will work on both Windows and Mac operating systems. *cb , Honeywell Entry Agent Ref: req1435 What makes DHL great? Our People!We know each employees individual contributions make us the #1 Express Deliveries and Logistics Company and the 7th largest employer in the world. DHL Express is committed to maintaining an environment that empowers every team member to make the greatest possible impact on our business. Our corporate culture is about personal commitment to our business, to each other and to our global communities. DHL is dedicated to being a great place to work. In addition to competitive compensation packages, our employees enjoy a range of programs, services and benefits that bring the best to their personal lives. In fact, Business Week just named DHL one of the best companies to launch a career. Start YOUR career with DHL today We are currently hiring aBTOCoordinationAgentat our Erlanger, Kentucky location. This position will be responsible for ensuring the successful handling of BTO shipments from several different gateways, processing all aspects of transfers, distributing work amongst agents, and the regular duties of a BTO Notification Agent as needed (reviewing documents, researching customer instructions, and carrying out document turnover notifications). He/She will network between Origin, Destination, Brokers and DHL Express parties including Customer Service, Clearance Production, and Compliance. Tasks & Accountabilities Participates in processing inbound freight for clearance through US Customs. Effectively processes shipments to gain clearance information while staying compliant with all government agency rules and regulations. Responsible for contacting DHL customers who are experiencing clearance delays with their shipments. Provides information to, and communicates with, DHL Origin and destination stations on the status of the shipments being delayed. Examines invoices, bills of lading and shipping documents to ensure compliance with federal regulations. Communicates the shipment status and any special handling and delivery processes to all involved parties. Ensures that all customers requested instructions are followed for the entry of their shipments. Creates new Customer Master Files and updates existing files as warranted. Skills & Qualifications HS diploma or equivalent required Senior level service, production, or support role having greater responsibility to perform all of the standard work within the function. Specialized skill training/certification may be required such as Microsoft Office (Outlook, Word, Excel), data entry, customer service, and import knowledge 1 year experience in customer service or imports. Please note a resume is required to apply for all DHL positions. If you do not have one readily available, please visithttp://dhl-resumebuilder.com This program will work on both Windows and Mac operating systems. *cb Facts and Figures Division EXP - CVG Hub Employment Type Permanent Full-Time Business Unit Contract Type Location Erlanger, KY Working Hours TBD Job Type Administration Shift Requirement Evening Career Level Support & Administratives Relocation Offered Responsible for Travel Required Reports to Supervisor Travel Extent Target Hire Date 8/19/2014 Work Permit Required No Job Requirements Job Snapshot Employment Type Full-Time Job Type Other Education High School Experience Not Specified Manages Others Not Specified Industry Transportation Required Travel Not Specified Job ID J3H3276T5VGNSKZ8M39</description>"
34,8131,13993,Honeywell,142,5607,1,description,"<description>Seeking an ID Administrator for the Honeywell ID Administration team which will participate in both a technical and operational capacity. The role will require knowledge of the ID Administration... - POSTING INFORMATION : job description: location: Sign in  Create Account Back to Home Page Help My Alerts ( 0 ) My Jobs ( 0 ) Honeywell ID Administrator International Business Machines - Boulder, CO Seeking an ID Administrator for the Honeywell ID Administration team which will participate in both a technical and operational capacity. The role will require knowledge of the ID Administration arena and procedures, multiple platforms (Intel, Mainframe, Midrange, AS400, and UNIX), training requirements, SLA management, and security policies. Technical knowledge of the platforms and procedures is required for documentation, training, scheduling and reporting. This resource may also be engaged on future transitions migrating ID ADMIN work from SARM to EUS. Project management skills, along with negotiation and facilitation skills will be critical in this role. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. xallx Job Area: Job Area Detail Corporate and Operations: Support Services/Administration Industry Focus Cross industry Job Level All Other Positions Division Global Technology Services: 07-IGS IBM GLOBAL SERVICES Desired Skills General platform knowledge of Intel is required. Additional... Apply Now Save Job Email Job Add/Edit Notes Give Feedback Let the employer and other job seekers know what YOU think about this job! Choose a tag from either the Good or Bad column. Your feedback will let you keep track of listings and help the GetTheJob community bring you better results. Good Bad Interesting Error Applied No Application Perfect for Friend Bogus Job Great Company Bad Company Favorite Job Poor Description Great Benefits No Benefits View and apply to this job direct from this employer's website. Looking for other similar jobs... View other jobs from International Business Machines . View other jobs in Boulder, CO . View International Business Machinescompany profile information. View jobs in area code 303 . Browse jobs by location , category , job title ,or company . Perform a job search . Tools Press/Media Careers Affiliates OptiJob About Us Contact Us Privacy Terms and Conditions  Copyright 2005-2007 All Rights Reserved. GetTheJob, Inc.</description>"
35,8131,13993,Honeywell,142,5608,1,description,"<description>Under general supervision, the Production Supervisor II directs and coordinates the development and implementation of activities in the production area(s) to meet production goals, quality, and cost objectives. Essential Duties and Responsibilities Meets revenue plans and production schedules. Manages cycle time and overtime expenses. Develops process improvements that improve quality and on time delivery. Makes recommendations regarding products, processes and specifications in conjunction with Engineering. Ensures that work instructions are followed. Makes recommendations regarding efficient area layout, material flow and devises fabrication methods. Establishes the team---s short-term needs for manpower, equipment and facilities. Assists in preparation of team budgets. Ensures effective maintenance and good housekeeping practices. Trains, develops and motivates staff and ensures that all employees and visitors observe ESD and safety practices. Performs other related duties as required. Job Requirements Bachelor's degree in a technical or business discipline or equivalent work experience required. Minimum of 4 years previous supervisory experience in an electronics manufacturing environment required. Ability to act as a liaison between engineering and manufacturing and demonstrated leadership skills required. Experience working with MS Office. SAP experience highly desired. Excellent communication, interpersonal and organizational skills required. Must be able to interact effectively with internal and external customers and in a team environment.</description>"
36,8131,13993,Honeywell,142,5609,1,description,"<description>--> Shaw Group Overview The Shaw Group Inc. is one of the world's largest vertically integrated providers of technology, consulting, engineering, design, construction, maintenance, and pipe fabrication services. Shaw is a dynamic organization, offering employees challenging opportunities on some of the industries' most complex projects. We are headquartered in Baton Rouge, Louisiana, with 22,000 employees working in more than 170 locations worldwide. Industry Overview Shaw provides comprehensive services to the energy, chemical, nuclear, environmental, infrastructure, emergency response, and pipe fabrication industries. Our clients include commercial, industrial, and government organizations. Core Values Shaw's core values are instilled in every employee?honesty in decision-making, personal responsibility and accountability, leadership by example, and an emphasis on safety. Benefits Shaw offers attractive benefit packages to provide flexibility and security for you and your family. Engineer 3 - Honeywell Company: The Shaw Group Job Type: Engineering Location: US-LA-Baton Rouge Employee Type: Full-Time Employee Base Pay: N/A Industry: Energy - Utilities - Gas - Electric Construction Req'd Education: 4 Year Degree Req'd Experience: More than 5 Years Req'd Travel: Not Specified Relocation Covered: No Manages Others: No Contact: Not Available Phone: Not Available Email: Not Available Fax: Not Available Ref ID: 524897 Job Description Employee Type: Engineering Min. Years Experience: 11-15 Min. Education: Bachelors Degree Job Description: Plant I&C Design Engineer onsite at Honeywell. Responsible for: Preparing manhour and construction estimate for projects ($25K to $2M project size) Preparing Instrumentation and Electrical Datasheets and specifications. Coordinating I&C Designer Activities Requisitioning Instrumaentation & Electrical Equipment Issusing Bid and construction Packages Office will be located at Honeywell on Lupine St. in Baton Rouge. Projects will be for Honeywell's Baton Rouge and Geismar Facilities. Must Have Skills BS in Electrical Engineering/9+ years Engineering Experience. Nice To Have Skills Professional Engineering License, Small Capital Plant Project Experience and InTools Experience very desirable. Job Requirements We have many other opportunities available. Please search our career website for more positions in Engineering EEO M/F/D/V.</description><industry>Energy - Utilities - Gas - Electric Construction Req'd Education: 4 Year Degree Req'd Experience: More than 5 Years Req'd Travel: Not Specified Relocation Covered: No Manages Others: No Contact: Not Available Phone: Not Available Email: Not Available Fax:</industry><experience>More than 5 Years Req'd Travel: Not Specified Relocation Covered: No Manages Others: No Contact: Not Available Phone: Not Available Email: Not Available Fax: Not Available Ref ID: 524897 Job Description Employee Type: Engineering Min. Years Experience: 11</experience><education>4 Year Degree Req'd Experience: More than 5 Years Req'd Travel: Not Specified Relocation Covered: No Manages Others: No Contact: Not Available Phone: Not Available Email: Not Available Fax: Not Available Ref ID: 524897 Job Description Employee Type: Engin</education><relocation>No Manages Others: No Contact: Not Available Phone: Not Available Email: Not Available Fax: Not Available Ref ID: 524897 Job Description Employee Type: Engineering Min. Years Experience: 11-15 Min. Education: Bachelors Degree Job Description: Plant I&C De</relocation><travel>Not Specified Relocation Covered: No Manages Others: No Contact: Not Available Phone: Not Available Email: Not Available Fax: Not Available Ref ID: 524897 Job Description Employee Type: Engineering Min. Years Experience: 11-15 Min. Education: Bachelors De</travel>"
37,8131,13993,Honeywell,142,5610,0,description,"<description>I. Job Description ? Janitor/Day Person and Night Porter Positions **TWIC Card Required** II. Responsible for general oversight, cleaning and stocking supplies in all public areas inside and outside of assigned building, including restroom as needed. Respond to business management needs in a timely and effective manner. May need to clean any secured areas which cannot be cleaned at night: A. Job Duties*: t Respond to building requests as instructed. t Monitor entire lobby areas and plaza for cleanliness. t Monitor and maintain escalators and elevator cabs, including floors, as required. If carpeted, floors in elevators, cabs to be vacuumed and spots to be removed, as required. t Empty trash containers. t Wipe down counter tops. t Remove debris from floor. t Clean toilets/sinks as needed. t Check modes dispensers for supplies and refill as needed, empty modes receptacle if needed. t Fill paper towel, toilet paper and soap dispensers as needed. t Clean any spills as needed. t Set out rain mats on rainy days; keep in clean condition. t Spot clean fingerprints / marks on doors / mirrors. t Clean fingerprints / marks from glass doors / mirrors. t Perform high / low detail dusting / vacuuming. t Vacuum carpets as needed. t Continuous walking and standing. t Properly maintain exterior of the Building from ground level, monitor all garden areas. t Change light bulb in the common areas and tenant suites; light bulbs to be supplied by Owner. t Exposure to dust, gas, fumes, extremes in temperature and or humidity. t Follow all safety and personnel rules and regulations. *Job duties may be modified at any time. B. Essential Job Functions/Qualifications: t Must be able to function as main contact for client and tenants in building, using high level of professionalism and communication skills. t Must have ability to work with little to no supervision and be able to independently determine tasks to complete on a daily basis. t Must be able to perform all physical aspects of the above job duties. t Must be able to speak and communicate effectively with management and customer. t Must be able to speak / understand written English. t Previous experience preferred but not required. t TWIC CARD REQUIRED EEO/M/F/D/V</description>"
38,8131,13993,Honeywell,142,5611,1,description,"<description>Sales of brand new security technology. Sale includes Customer Advertises for our company with a sign on there property residential/commercial. We give them a Free 2-way Voice response security... - POSTING INFORMATION : job description: location: Sign in  Create Account Back to Search Results Help My Alerts ( 0 ) My Jobs ( 0 ) Honeywell Security Products Dealer Arizona State University - Glendale, AZ Sales of brand new security technology. Sale includes Customer Advertises for our company with a sign on there property residential/commercial. We give them a Free 2-way Voice response security system tied into a stream to the police. Qualifications Must Be Clean Cut. Must Be Positive. Must Be Teachable. Must Be Willing To Work Full... Apply Now Save Job Saving... Job Saved Could not save job Email this job Give Feedback Saving Feedback... Feedback Recorded Could not submit feedback Interesting Error Applied No Application Perfect for Friend Bogus Job Great Company Bad Company Favorite Job Poor Description Great Benefits No Benefits View and apply to this job direct from this employers website. Looking for other similar jobs... View other jobs from Arizona State University . View other jobs in Glendale, AZ . View Arizona State University company profile information. View jobs in area code 623 . Browse jobs by location , category , job title ,or company . Perform a job search . Your Career Deserves the Right Tools Close When it comes to your career, it pays to play the field. That's why GetTheJob.com is now letting you keep track of five or more positions that interest you?for free. To save more positions create an account now . Signing up is easy. Other benefits include: Apply for select jobs using the Easy Apply feature. Access saved jobs from anywhere. Immediate notification of features. Please login if you already have an account. Close * From (your e-mail): * To (recipient's e-mail): Your name: Message: Close Please Log in to use this feature. GetTheJob.com will send an email on your behalf using the email address . Your resume will be included in a formatted email. Partial resume info for your review. ... To view the full resume data that will be sent or to make changes to you resume data before applying please visit the myAccount page . To apply to this job, please follow the instructions on the job listing from the company website . If you cannot find application instructions, please give us feedback to help other members of the GetTheJob community. Thank you. Tools Press/Media JobTracker Affiliates About Us Contact Us Privacy Terms and Conditions Careers  Copyright 2005-2007 All Rights Reserved. GetTheJob, Inc.</description>"
39,8131,13993,Honeywell,142,5612,1,description,"<description>Start a new search >> Save it Upload Resume Working at DHL means taking responsibility, mastering challenges and continuously growing as part of a diverse and global team. Contribute to our success through various exciting career opportunities and be part of the worlds leading logistics company. JOB TITLE: Honeywell Customs Brokerage Entry Agent - Evenings COMPANY: DHL LOCATION: Erlanger, KY (Map it!) STATUS: Finance JOB CATEGORY: Transportation WORK EXPERIENCE: At least 1 year(s) COMPANY: DHL Report this job Job Number:125869 See all jobs at this company Save this job Email this job Printer-Friendly Version Honeywell Customs Brokerage Entry Agent - Evenings What makes DHL great? Our People! We know each employees individual contributions make us the #1 Express Delivery and Logistics Company in the world. DHL Express is committed to maintaining an environment that empowers every team member to make the greatest possible impact on our business. Our corporate culture is about personal commitment to our business, to each other and to our global communities. DHL is dedicated to being a great place to work. In addition to competitive compensation packages, our employees enjoy a range of programs, services and benefits that bring the best to their personal lives. In fact, Business Week just named DHL one of the best companies to launch a career. Start YOUR career with DHL today We have an immediate career opportunity for a qualified Honeywell Entry Agent at our Erlanger, KY location. As a Honeywell Entry Agent, you will ensure compliance with federal and foreign regulations governing the shipment, receipt, and documentation of imported/exported products. You will also compute duties, tariffs, price conversions, as well as calculating the weight and volume of merchandise exported/imported from foreign destinations. In addition you will also be asked to examine various documents including invoices, bills of lading, and shipping statements and may contact customs officials to obtain release of incoming freight and resolve delays. Key Accountabilities: Participates in planning and directing the flow of traffic to/from foreign destinations Effectively classifies dutiable import/export shipments to ensure compliance with all government agency rules and regulations Processes all requests for extensions, expiration, cancellation and all government entries Communicates with origin and destination locations regarding shipment status and special handling and delivery processes Applies for Import/Export Permits and Certificates of Eligibility Maintains open line of communication with department of foreign affairs May receive and distribute all incoming and outgoing mail and correspondence Position Requirements: High School Diploma or Equivalent (Associate degree preferred) 1 year experience in transportation or customs preferred Proficiency with Microsoft Office (Word, Excel, Outlook), database and web-based applications Good oral and written communication, problem solving and interpersonal skills; courteous and clear telephone voice Proficiency on a 10 key calculator Please note a resume is required to apply for all DHL positions. If you do not have one readily available, please visit ~~~/ This program will work on both Windows and Mac operating systems. *cb For your privacy and protection, when applying to a job online: Never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn More >> Not Ready to Apply?</description>"
40,8131,13993,Honeywell,142,5613,1,description,"<description>Honeywell Entry Agent Ref: req1435 What makes DHL great? Our People! We know each employees individual contributions make us the #1 Express Deliveries and Logistics Company and the 7th largest employer in the world. DHL Express is committed to maintaining an environment that empowers every team member to make the greatest possible impact on our business. Our corporate culture is about personal commitment to our business, to each other and to our global communities. DHL is dedicated to being a great place to work. In addition to competitive compensation packages, our employees enjoy a range of programs, services and benefits that bring the best to their personal lives. In fact, Business Week just named DHL one of the best companies to launch a career. Start YOUR career with DHL today We are currently hiring aBTOCoordinationAgentat our Erlanger, Kentucky location. This position will be responsible for ensuring the successful handling of BTO shipments from several different gateways, processing all aspects of transfers, distributing work amongst agents, and the regular duties of a BTO Notification Agent as needed (reviewing documents, researching customer instructions, and carrying out document turnover notifications). He/She will network between Origin, Destination, Brokers and DHL Express parties including Customer Service, Clearance Production, and Compliance. Tasks & Accountabilities Participates in processing inbound freight for clearance through US Customs. Effectively processes shipments to gain clearance information while staying compliant with all government agency rules and regulations. Responsible for contacting DHL customers who are experiencing clearance delays with their shipments. Provides information to, and communicates with, DHL Origin and destination stations on the status of the shipments being delayed. Examines invoices, bills of lading and shipping documents to ensure compliance with federal regulations. Communicates the shipment status and any special handling and delivery processes to all involved parties. Ensures that all customers requested instructions are followed for the entry of their shipments. Creates new Customer Master Files and updates existing files as warranted. Skills & Qualifications HS diploma or equivalent required Senior level service, production, or support role having greater responsibility to perform all of the standard work within the function. Specialized skill training/certification may be required such as Microsoft Office (Outlook, Word, Excel), data entry, customer service, and import knowledge 1 year experience in customer service or imports. Please note a resume is required to apply for all DHL positions. If you do not have one readily available, please visithttp://dhl-resumebuilder.com This program will work on both Windows and Mac operating systems. *cb , Honeywell Entry Agent Ref: req1435 What makes DHL great? Our People! We know each employees individual contributions make us the #1 Express Deliveries and Logistics Company and the 7th largest employer in the world. DHL Express is committed to maintaining an environment that empowers every team member to make the greatest possible impact on our business. Our corporate culture is about personal commitment to our business, to each other and to our global communities. DHL is dedicated to being a great place to work. In addition to competitive compensation packages, our employees enjoy a range of programs, services and benefits that bring the best to their personal lives. In fact, Business Week just named DHL one of the best companies to launch a career. Start YOUR career with DHL today We are currently hiring aBTOCoordinationAgentat our Erlanger, Kentucky location. This position will be responsible for ensuring the successful handling of BTO shipments from several different gateways, processing all aspects of transfers, distributing work amongst agents, and the regular duties of a BTO Notification Agent as needed (reviewing documents, researching customer instructions, and carrying out document turnover notifications). He/She will network between Origin, Destination, Brokers and DHL Express parties including Customer Service, Clearance Production, and Compliance. Tasks & Accountabilities Participates in processing inbound freight for clearance through US Customs. Effectively processes shipments to gain clearance information while staying compliant with all government agency rules and regulations. Responsible for contacting DHL customers who are experiencing clearance delays with their shipments. Provides information to, and communicates with, DHL Origin and destination stations on the status of the shipments being delayed. Examines invoices, bills of lading and shipping documents to ensure compliance with federal regulations. Communicates the shipment status and any special handling and delivery processes to all involved parties. Ensures that all customers requested instructions are followed for the entry of their shipments. Creates new Customer Master Files and updates existing files as warranted. Skills & Qualifications HS diploma or equivalent required Senior level service, production, or support role having greater responsibility to perform all of the standard work within the function. Specialized skill training/certification may be required such as Microsoft Office (Outlook, Word, Excel), data entry, customer service, and import knowledge 1 year experience in customer service or imports. Please note a resume is required to apply for all DHL positions. If you do not have one readily available, please visithttp://dhl-resumebuilder.com This program will work on both Windows and Mac operating systems. *cb Facts and Figures Division EXP - CVG Hub Employment Type Permanent Full-Time Business Unit Contract Type Location Erlanger, KY Working Hours TBD Job Type Administration Shift Requirement Evening Career Level Support & Administratives Relocation Offered Responsible for Travel Required Reports to Supervisor Travel Extent Target Hire Date 8/19/2014 Work Permit Required No Job Requirements Job Snapshot Employment Type Full-Time Job Type Other Education High School Experience Not Specified Manages Others Not Specified Industry Transportation Required Travel Not Specified Job ID J3H3276T5VGNSKZ8M39</description><requirement>Job Snapshot Employment Type Full-Time</requirement>"
41,8131,13993,Honeywell,142,5614,1,description,"<description>--> What makes DHL great? Our People! We know each employee's individual contributions make us the #1 Express Delivery and Logistics Company in the world. DHL Express is committed to maintaining an environment that empowers every team member to make the greatest possible impact on our business. Our corporate culture is about personal commitment - to our business, to each other and to our global communities. DHL is dedicated to being a great place to work. In addition to competitive compensation packages, our employees enjoy a range of programs, services and benefits that bring the best to their personal lives. In fact, Business Week just named DHL one of the best companies to launch a career."" Start YOUR career with DHL today... We have an immediate career opportunity for a qualified Honeywell Entry Agent at our Erlanger, KY location. As a Honeywell Entry Agent , you will ensure compliance with federal and foreign regulations governing the shipment, receipt, and documentation of imported/exported products. You will also compute duties, tariffs, price conversions, as well as calculating the weight and volume of merchandise exported/imported from foreign destinations. In addition you will also be asked to examine various documents including invoices, bills of lading, and shipping statements and may contact customs officials to obtain release of incoming freight and resolve delays. Key Accountabilities: Participates in planning and directing the flow of traffic to/from foreign destinations Effectively classifies dutiable import/export shipments to ensure compliance with all government agency rules and regulations Processes all requests for extensions, expiration, cancellation and all government entries Communicates with origin and destination locations regarding shipment status and special handling and delivery processes Applies for Import/Export Permits and Certificates of Eligibility Maintains open line of communication with department of foreign affairs May receive and distribute all incoming and outgoing mail and correspondence Position Requirements: High School Diploma or Equivalent (Associate degree preferred) 1 year experience in transportation or customs preferred Proficiency with Microsoft Office (Word, Excel, Outlook), database and web-based applications Good oral and written communication, problem solving and interpersonal skills; courteous and clear telephone voice Proficiency on a 10 key calculator Please note a resume is required to apply for all DHL positions. If you do not have one readily available, please visit http://dhl-resumebuilder.com/ This program will work on both Windows and Mac operating systems. *cb For your privacy and protection, when applying to a job online: Never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn More >> Not Ready to Apply?</description>"
42,8131,13993,Honeywell,142,5615,1,description,"<description>Shaw Stone & Webster Career Opportunities Engineer 3 - Honeywell Reference Number: 524897 Physical Location: Baton Rouge, Louisiana Department: Engineering Min. Years Experience: 11-15 Min. Education: Bachelors Degree E-mail this job to a friend! Job Description: Plant I&C Design Engineer onsite at Honeywell. Responsible for: * Preparing manhour and construction estimate for projects ($25K to $2M project size) * Preparing Instrumentation and Electrical Datasheets and specifications. * Coordinating I&C Designer Activities * Requisitioning Instrumaentation & Electrical Equipment * Issusing Bid and construction Packages Office will be located at Honeywell on Lupine St. in Baton Rouge. Projects will be for Honeywell's Baton Rouge and Geismar Facilities. ~CB~ Apply on employer's website (this will open a new window).</description>"
